Index	Reagents	Products	Rule	Energy Change
3048_0	['C(CO)(CC(C(CO)O)O)=O', 'N']	['O', 'C(C(CC(C(CO)O)O)N)=O']	Amadori/Heyns Rearrangement	-9.61
3050_0	['C(C(C(CO)O)O)(CCO)=O', 'N']	['O', 'C(C(CO)O)(C(CCO)N)=O']	Amadori/Heyns Rearrangement	-223.38
3051_0	['C(C(CO)O)(CC(CO)O)=O', 'N']	['O', 'C(CO)(C(CC(CO)O)N)=O']	Amadori/Heyns Rearrangement	186.73
3053_0	['C(C)(C(C(C(CO)O)O)O)=O', 'N']	['O', 'C(C(C(CO)O)O)(C(C)N)=O']	Amadori/Heyns Rearrangement	37.04
3055_0	['C(C(C(C(CCO)O)O)O)=O', 'N']	['O', 'C(CN)(C(C(CCO)O)O)=O']	Amadori/Heyns Rearrangement	191.47
3057_0	['C(CC(C(C(CO)O)O)=O)(O)=O', 'N']	['O', 'C(CC(C(C(CO)O)=O)N)(O)=O']	Amadori/Heyns Rearrangement	402.25
3059_0	['C(C(C(CC(CO)O)=O)O)(O)=O', 'N']	['O', 'C(C(C(CC(CO)O)N)=O)(O)=O']	Amadori/Heyns Rearrangement	367.22
3061_0	['C(CC(C(O)=O)O)(C(CO)O)=O', 'N']	['O', 'C(C(CC(C(CO)=O)N)O)(O)=O']	Amadori/Heyns Rearrangement	171.5
3063_0	['C(C(C(C(O)=O)O)O)(CCO)=O', 'N']	['O', 'C(C(C(C(CCO)N)=O)O)(O)=O']	Amadori/Heyns Rearrangement	404.29
3065_0	['C(C(C(CC(CO)=O)O)O)(O)=O', 'N']	['O', 'C(C(CC(C(C(O)=O)O)O)N)=O']	Amadori/Heyns Rearrangement	285.91
3067_0	['C(C(C(C(C(C)=O)O)O)O)(O)=O', 'N']	['O', 'C(C(C(C(O)=O)O)O)(C(C)N)=O']	Amadori/Heyns Rearrangement	394.1
3069_0	['C(CC(C(C(C=O)O)O)O)(O)=O', 'N']	['O', 'C(CC(C(C(CN)=O)O)O)(O)=O']	Amadori/Heyns Rearrangement	269.33
3071_0	['C(C(C(C(C(CO)O)O)O)=O)(O)=O', 'N']	['O', 'C(C(C(C(C(CO)O)O)=O)N)(O)=O']	Amadori/Heyns Rearrangement	556.59
3073_0	['C(CC(C=O)O)(C(CO)(CO)O)=O', 'N']	['O', 'C(C(CO)(CO)O)(CC(CN)=O)=O']	Amadori/Heyns Rearrangement	211.65
3075_0	['C(C(CO)(C(C(CCO)=O)O)O)=O', 'N']	['O', 'C(C(C(C(CCO)N)=O)(CO)O)=O']	Amadori/Heyns Rearrangement	331.82
3077_0	['C(C(CO)(C(C=O)O)O)(CCO)=O', 'N']	['O', 'C(CCO)(C(C(CN)=O)(CO)O)=O']	Amadori/Heyns Rearrangement	323.63
3079_0	['C(C(CO)(C(CC(CO)=O)O)O)=O', 'N']	['O', 'C(C(CO)(C(CC(C=O)N)O)O)=O']	Amadori/Heyns Rearrangement	244.08
3081_0	['C(C(CO)(C(C(C(C)=O)O)O)O)=O', 'N']	['O', 'C(C(CO)(C(C(C(C)N)=O)O)O)=O']	Amadori/Heyns Rearrangement	209.64
3083_0	['C(C(C(C(C(C)=O)(CO)O)O)O)=O', 'N']	['O', 'C(C)(C(CO)(C(C(CN)=O)O)O)=O']	Amadori/Heyns Rearrangement	334.41
3085_0	['C(C(CO)(CC(C(CO)O)=O)O)=O', 'N']	['O', 'C(C(CO)(CC(C(CO)=O)N)O)=O']	Amadori/Heyns Rearrangement	211.65
3087_0	['C(C(C(CO)O)N)(O)=O', 'C(C(O)O)=O']	['O', 'C(C(C(CO)O)NCC(O)=O)(O)=O']	Amadori/Heyns Rearrangement	NaN
3089_0	['C(C(C(O)=O)N)(O)=O', 'C(C(O)O)=O']	['O', 'C(C(C(O)=O)NCC(O)=O)(O)=O']	Amadori/Heyns Rearrangement	NaN
3091_0	['C(C(CO)N)(O)=O', 'C(C(O)O)=O']	['O', 'C(C(CO)NCC(O)=O)(O)=O']	Amadori/Heyns Rearrangement	NaN
3093_0	['C(CO)(C(C(C(CO)O)O)NC)=O', 'N']	['O', 'C(C(C(C(C(CO)O)O)NC)N)=O']	Amadori/Heyns Rearrangement	117.33
3095_0	['C(CC(C=O)O)(C(CO)NC)=O', 'N']	['O', 'C(C(CO)NC)(CC(CN)=O)=O']	Amadori/Heyns Rearrangement	3.61
3097_0	['C(C(C(C=O)O)NC)(CCO)=O', 'N']	['O', 'C(CCO)(C(C(CN)=O)NC)=O']	Amadori/Heyns Rearrangement	12.34
3099_0	['C(C(C(C(C(C)=O)NC)O)O)=O', 'N']	['O', 'C(C(C(C(C)=O)NC)O)(CN)=O']	Amadori/Heyns Rearrangement	-110.38
3101_0	['C(CN)(C(C(C(CO)O)O)O)=O', 'N']	['O', 'C(C(C(CO)O)O)(C(CN)N)=O']	Amadori/Heyns Rearrangement	130.38
3103_0	['C(CO)(CCC(C=O)=O)=O', 'N']	['O', 'C(C(CCC(C=O)=O)N)=O']	Amadori/Heyns Rearrangement	-32.91
3105_0	['C(CO)(CCC(C=O)=O)=O', 'C(CN)O']	['O', 'C(C(CCC(C=O)=O)NCCO)=O']	Amadori/Heyns Rearrangement	-47.09
3107_0	['C(C)(C(CC(C=O)=O)O)=O', 'N']	['O', 'C(C(C)N)(CC(C=O)=O)=O']	Amadori/Heyns Rearrangement	-22.13
3109_0	['C(C)(C(CC(C=O)=O)O)=O', 'C(CN)O']	['O', 'C(C(C)NCCO)(CC(C=O)=O)=O']	Amadori/Heyns Rearrangement	-36.31
3111_0	['C(CC(CC(CO)=O)=O)=O', 'N']	['O', 'C(CC(CC(C=O)N)=O)=O']	Amadori/Heyns Rearrangement	-182.6
3113_0	['C(CC(CC(CO)=O)=O)=O', 'C(CN)O']	['O', 'C(CC(C=O)NCCO)(CC=O)=O']	Amadori/Heyns Rearrangement	-120.16
3115_0	['C(CC(C(C(C)=O)O)=O)=O', 'N']	['O', 'C(CC(C(C(C)=O)=O)N)=O']	Amadori/Heyns Rearrangement	-132.14
3117_0	['C(CC(C(C(C)=O)O)=O)=O', 'N']	['O', 'C(CC(C(C(C)N)=O)=O)=O']	Amadori/Heyns Rearrangement	-173.9
3119_0	['C(CC(C(C(C)=O)O)=O)=O', 'C(CN)O']	['O', 'C(CC(C(C(C)=O)=O)NCCO)=O']	Amadori/Heyns Rearrangement	-55.52
3121_0	['C(CC(C(C(C)=O)O)=O)=O', 'C(CN)O']	['O', 'C(CC(C(C(C)NCCO)=O)=O)=O']	Amadori/Heyns Rearrangement	-55.52
3123_0	['C(CC(C(CC=O)O)=O)=O', 'N']	['O', 'C(CC(C(CC=O)N)=O)=O']	Amadori/Heyns Rearrangement	-185.51
3123_1	['C(CC(C(CC=O)O)=O)=O', 'N']	['O', 'C(CC(C(CC=O)N)=O)=O']	Amadori Rearrangement	-185.51
3123_2	['C(CC(C(CC=O)O)=O)=O', 'N']	['O', 'C(CC(C(CC=O)N)=O)=O']	Mannich Addition	-185.51
3125_0	['C(CC(C(CC=O)O)=O)=O', 'C(CN)O']	['O', 'C(CC(C(CC=O)=O)NCCO)=O']	Amadori/Heyns Rearrangement	-95.5
3125_1	['C(CC(C(CC=O)O)=O)=O', 'C(CN)O']	['O', 'C(CC(C(CC=O)=O)NCCO)=O']	Amadori Rearrangement	-95.5
3125_2	['C(CC(C(CC=O)O)=O)=O', 'C(CN)O']	['O', 'C(CC(C(CC=O)=O)NCCO)=O']	Mannich Addition	-95.5
3127_0	['C(C(C=O)O)(CC(C)=O)=O', 'N']	['O', 'C(C)(CC(C(CN)=O)=O)=O']	Amadori/Heyns Rearrangement	-219.52
3129_0	['C(C(C=O)O)(CC(C)=O)=O', 'N']	['O', 'C(C)(CC(C(C=O)=O)N)=O']	Amadori/Heyns Rearrangement	-219.52
3131_0	['C(C(C=O)O)(CC(C)=O)=O', 'C(CN)O']	['O', 'C(C)(CC(C(CNCCO)=O)=O)=O']	Amadori/Heyns Rearrangement	-115.32
3133_0	['C(C(C=O)O)(CC(C)=O)=O', 'C(CN)O']	['O', 'C(CC(C(C=O)=O)NCCO)(C)=O']	Amadori/Heyns Rearrangement	-115.32
3135_0	['C(C(C(CCC=O)=O)O)=O', 'N']	['O', 'C(CCC(C(CN)=O)=O)=O']	Amadori/Heyns Rearrangement	-83.91
3137_0	['C(C(C(CCC=O)=O)O)=O', 'N']	['O', 'C(CCC(C(C=O)=O)N)=O']	Amadori/Heyns Rearrangement	-83.91
3139_0	['C(C(C(CCC=O)=O)O)=O', 'C(CN)O']	['O', 'C(CCC(C(CNCCO)=O)=O)=O']	Amadori/Heyns Rearrangement	-7.29
3141_0	['C(C(C(CCC=O)=O)O)=O', 'C(CN)O']	['O', 'C(CCC(C(C=O)=O)NCCO)=O']	Amadori/Heyns Rearrangement	-7.29
3143_0	['C(C(CC(C(C)=O)=O)O)=O', 'N']	['O', 'C(CN)(CC(C(C)=O)=O)=O']	Amadori/Heyns Rearrangement	-103.09
3145_0	['C(C(CC(C(C)=O)=O)O)=O', 'C(CN)O']	['O', 'C(CNCCO)(CC(C(C)=O)=O)=O']	Amadori/Heyns Rearrangement	-5.28
3147_0	['C(CC(CC(C=O)O)=O)=O', 'N']	['O', 'C(CC(CC(CN)=O)=O)=O']	Amadori/Heyns Rearrangement	-256.83
3149_0	['C(CC(CC(C=O)O)=O)=O', 'C(CN)O']	['O', 'C(CC(CC(CNCCO)=O)=O)=O']	Amadori/Heyns Rearrangement	-159.02
3151_0	['C1(COC(C(CO)O)C1O)=O', 'N']	['O', 'C1(C(C(CO)O)OCC1N)=O']	Amadori/Heyns Rearrangement	64.73
3153_0	['C1(C(O)OC(C(CO)O)C1)=O', 'N']	['O', 'C1(C(CC(C(CO)O)O1)N)=O']	Amadori/Heyns Rearrangement	53.29
3155_0	['C1(COC(CO)C(C1O)O)=O', 'N']	['O', 'C1(C(C(CO)OCC1N)O)=O']	Amadori/Heyns Rearrangement	67.43
3157_0	['C1(C(O)OC(CO)C(C1)O)=O', 'N']	['O', 'C1(C(CC(C(CO)O1)O)N)=O']	Amadori/Heyns Rearrangement	67.43
3159_0	['C1(C(C(CO)OC(C1)O)O)=O', 'N']	['O', 'C1(C(CO)OC(CC1N)O)=O']	Amadori/Heyns Rearrangement	41.86
3161_0	['C1(C(C(O)OC(CO)C1)O)=O', 'N']	['O', 'C1(C(O)OC(CO)CC1N)=O']	Amadori/Heyns Rearrangement	63.04
3163_0	['C1(COCC(C(C1O)O)O)=O', 'N']	['O', 'C1(C(C(COCC1N)O)O)=O']	Amadori/Heyns Rearrangement	-18.63
3165_0	['C1(C(O)OCC(C(C1)O)O)=O', 'N']	['O', 'C1(C(CC(C(CO1)O)O)N)=O']	Amadori/Heyns Rearrangement	72.28
3167_0	['C1(C(C(COC(C1)O)O)O)=O', 'N']	['O', 'C1(C(COC(CC1N)O)O)=O']	Amadori/Heyns Rearrangement	235.05
3169_0	['C1(C(C(O)OCC(C1)O)O)=O', 'N']	['O', 'C1(C(O)OCC(CC1N)O)=O']	Amadori/Heyns Rearrangement	268.1
3171_0	['C1(C(COC(C(C1)O)O)O)=O', 'N']	['O', 'C1(COC(C(CC1N)O)O)=O']	Amadori/Heyns Rearrangement	116.67
3173_0	['C1(C(C(C(O)OCC1)O)O)=O', 'N']	['O', 'C1(C(C(O)OCCC1N)O)=O']	Amadori/Heyns Rearrangement	152.79
3175_0	['C(C(C(CO)O)O)(CCN)=O', 'N']	['O', 'C(C(CO)O)(C(CCN)N)=O']	Amadori/Heyns Rearrangement	154.42
3177_0	['C(C(CN)O)(CC(CO)O)=O', 'N']	['O', 'C(CN)(C(CC(CO)O)N)=O']	Amadori/Heyns Rearrangement	39.11
3179_0	['C(C(CO)O)(CC(CN)O)=O', 'N']	['O', 'C(CO)(C(CC(CN)O)N)=O']	Amadori/Heyns Rearrangement	100.72
3181_0	['C(C(C(CN)O)O)(CCO)=O', 'N']	['O', 'C(C(CN)O)(C(CCO)N)=O']	Amadori/Heyns Rearrangement	81.88
3183_0	['C(CO)(CC(C(CN)O)O)=O', 'N']	['O', 'C(C(CC(C(CN)O)O)N)=O']	Amadori/Heyns Rearrangement	-45.23
3185_0	['C(C)(C(C(C(CN)O)O)O)=O', 'N']	['O', 'C(C(C(CN)O)O)(C(C)N)=O']	Amadori/Heyns Rearrangement	-32.11
3187_0	['C(C(CCC(CO)=O)O)(O)=O', 'N']	['O', 'C(C(CCC(C(O)=O)O)N)=O']	Amadori/Heyns Rearrangement	273.65
3189_0	['C(C(CC(C(C)=O)O)O)(O)=O', 'N']	['O', 'C(CC(C(O)=O)O)(C(C)N)=O']	Amadori/Heyns Rearrangement	288.77
3191_0	['C(C(CO)O)(CC(C=O)=O)=O', 'N']	['O', 'C(CO)(C(CC(C=O)=O)N)=O']	Amadori/Heyns Rearrangement	70.54
3193_0	['C(CCO)(C(C(C=O)=O)O)=O', 'N']	['O', 'C(C(C(C(CCO)=O)=O)N)=O']	Amadori/Heyns Rearrangement	130.04
3195_0	['C(CCO)(C(C(C=O)=O)O)=O', 'N']	['O', 'C(C(C(C(CCO)N)=O)=O)=O']	Amadori/Heyns Rearrangement	239.69
3197_0	['C(CO)(CC(C(C=O)=O)O)=O', 'N']	['O', 'C(C(C=O)N)(CC(CO)=O)=O']	Amadori/Heyns Rearrangement	64.36
3199_0	['C(CO)(CC(C(C=O)=O)O)=O', 'N']	['O', 'C(C(CC(C(C=O)=O)O)N)=O']	Amadori/Heyns Rearrangement	255.33
3201_0	['C(C)(C(C(C(C=O)=O)O)O)=O', 'N']	['O', 'C(C(C(C(C(C)=O)O)=O)N)=O']	Amadori/Heyns Rearrangement	-38.22
3203_0	['C(C)(C(C(C(C=O)=O)O)O)=O', 'N']	['O', 'C(C(C)N)(C(C(C=O)=O)O)=O']	Amadori/Heyns Rearrangement	-40.23
3205_0	['C(CC(C(C(C=O)=O)O)O)=O', 'N']	['O', 'C(C(C(C(CC=O)O)=O)N)=O']	Amadori/Heyns Rearrangement	152.51
3207_0	['C(C(C(C=CCO)=O)O)=O', 'N']	['O', 'C(CO)=CC(C(CN)=O)=O']	Amadori/Heyns Rearrangement	-42.28
3209_0	['C(C(C(C=CCO)=O)O)=O', 'N']	['O', 'C(C(C(C=O)=O)N)=CCO']	Amadori/Heyns Rearrangement	-5.98
3211_0	['C(C(C(C=CCO)=O)O)=O', 'C(CN)O']	['O', 'C(CO)=CC(C(CNCCO)=O)=O']	Amadori/Heyns Rearrangement	98.22
3213_0	['C(C(C(C=CCO)=O)O)=O', 'C(CN)O']	['O', 'C(C(C(C=O)=O)NCCO)=CCO']	Amadori/Heyns Rearrangement	55.19
3215_0	['C(C=CC(C(CO)O)=O)=O', 'N']	['O', 'C(CO)(C(C=CC=O)N)=O']	Amadori/Heyns Rearrangement	-53.29
3217_0	['C(C=CC(C(CO)O)=O)=O', 'C(CN)O']	['O', 'C(CO)(C(C=CC=O)NCCO)=O']	Amadori/Heyns Rearrangement	60.7
3219_0	['C(C(C(C(C=C)=O)O)O)=O', 'N']	['O', 'C(CN)(C(C(C=C)=O)O)=O']	Amadori/Heyns Rearrangement	-87.73
3221_0	['C(C(C(C(C=C)=O)O)O)=O', 'N']	['O', 'C(C(C(C(C=C)N)=O)O)=O']	Amadori/Heyns Rearrangement	-108.38
3223_0	['C(C(C(C(C=C)=O)O)O)=O', 'C(CN)O']	['O', 'C(CNCCO)(C(C(C=C)=O)O)=O']	Amadori/Heyns Rearrangement	50.77
3225_0	['C(C(C(C(C=C)=O)O)O)=O', 'C(CN)O']	['O', 'C(C(C=O)O)(C(C=C)NCCO)=O']	Amadori/Heyns Rearrangement	61.5
3227_0	['C(C(C=CC(CO)=O)O)=O', 'N']	['O', 'C(C=CC(CN)=O)(CO)=O']	Amadori/Heyns Rearrangement	-59.68
3229_0	['C(C(C=CC(CO)=O)O)=O', 'N']	['O', 'C(C(C=CC(C=O)N)O)=O']	Amadori/Heyns Rearrangement	-47.89
3231_0	['C(C(C=CC(CO)=O)O)=O', 'C(CN)O']	['O', 'C(C=CC(CO)=O)(CNCCO)=O']	Amadori/Heyns Rearrangement	50.91
3233_0	['C(C(C=CC(CO)=O)O)=O', 'C(CN)O']	['O', 'C(C(C=CC(C=O)O)NCCO)=O']	Amadori/Heyns Rearrangement	23.33
3235_0	['C(C(C(C=CC=O)O)O)=O', 'N']	['O', 'C(CN)(C(C=CC=O)O)=O']	Amadori/Heyns Rearrangement	-209.05
3237_0	['C(C(C(C=CC=O)O)O)=O', 'C(CN)O']	['O', 'C(CNCCO)(C(C=CC=O)O)=O']	Amadori/Heyns Rearrangement	-170.63
3239_0	['N', 'C(C(C(CO)NC)O)=O']	['O', 'C(CN)(C(CO)NC)=O']	Amadori/Heyns Rearrangement	-296.36
3241_0	['N', 'C(CO)(C(C(C(CO)O)NC)O)=O']	['O', 'C(C(C(C(C(CO)O)NC)O)N)=O']	Amadori/Heyns Rearrangement	9.91
3243_0	['N', 'C(CO)(C(C(C(CO)O)NC)O)=O']	['O', 'C(C(C(CO)O)NC)(C(CO)N)=O']	Amadori/Heyns Rearrangement	13.24
3245_0	['N', 'C(CC(C(C(CO)NC)O)=O)=O']	['O', 'C(CC(C(C(CO)NC)=O)N)=O']	Amadori/Heyns Rearrangement	-339.77
3247_0	['N', 'C(C(C(CC(CO)NC)=O)O)=O']	['O', 'C(C(CN)=O)(CC(CO)NC)=O']	Amadori/Heyns Rearrangement	-281.45
3249_0	['N', 'C(C(C(CC(CO)NC)=O)O)=O']	['O', 'C(C(C(CC(CO)NC)N)=O)=O']	Amadori/Heyns Rearrangement	-298.34
3251_0	['N', 'C(CC(C=O)NC)(C(CO)O)=O']	['O', 'C(C(CC(C(CO)=O)N)NC)=O']	Amadori/Heyns Rearrangement	-341.11
3253_0	['N', 'C(CC(C=O)O)(C(CNC)O)=O']	['O', 'C(C(CNC)O)(CC(CN)=O)=O']	Amadori/Heyns Rearrangement	-351.42
3255_0	['N', 'C(CC(C=O)O)(C(CNC)O)=O']	['O', 'C(C(CC(C(CNC)=O)N)O)=O']	Amadori/Heyns Rearrangement	-337.23
3257_0	['N', 'C(C(C(C(CCO)=O)O)NC)=O']	['O', 'C(C(C(C(CCO)N)=O)NC)=O']	Amadori/Heyns Rearrangement	-87.54
3259_0	['N', 'C(C(C(C=O)O)O)(CCNC)=O']	['O', 'C(CCNC)(C(C(CN)=O)O)=O']	Amadori/Heyns Rearrangement	-80.81
3261_0	['N', 'C(C(C(C=O)O)O)(CCNC)=O']	['O', 'C(C(C(C(CCNC)N)=O)O)=O']	Amadori/Heyns Rearrangement	-80.81
3263_0	['N', 'C(C(C(CC(CO)=O)NC)O)=O']	['O', 'C(CC(C(CN)=O)NC)(CO)=O']	Amadori/Heyns Rearrangement	-91.93
3265_0	['N', 'C(C(C(CC(CO)=O)NC)O)=O']	['O', 'C(C(CC(C(C=O)O)NC)N)=O']	Amadori/Heyns Rearrangement	-94.26
3267_0	['N', 'C(C(C(C(C(C)=O)O)NC)O)=O']	['O', 'C(C(C(C(CN)=O)NC)O)(C)=O']	Amadori/Heyns Rearrangement	-8.64
3269_0	['N', 'C(C(C(C(C(C)=O)O)NC)O)=O']	['O', 'C(C(C(C(C(C)N)=O)NC)O)=O']	Amadori/Heyns Rearrangement	5.86
3271_0	['N', 'C(CC(C(C(C=O)O)NC)O)=O']	['O', 'C(CC(C(C(CN)=O)NC)O)=O']	Amadori/Heyns Rearrangement	-365.39
3273_0	['N', 'C(CC(C(C(C=O)O)O)NC)=O']	['O', 'C(CC(C(C(CN)=O)O)NC)=O']	Amadori/Heyns Rearrangement	-130.34
3275_0	['N', 'C(C(C(C(C(CO)O)NC)O)=O)=O']	['O', 'C(C(C(C(C(CO)O)NC)=O)N)=O']	Amadori/Heyns Rearrangement	48.04
3277_0	['N', 'C(C(C(CO)NCC(O)=O)O)=O']	['O', 'C(CNC(C(CN)=O)CO)(O)=O']	Amadori/Heyns Rearrangement	-201.58
3279_0	['N', 'C(C(C(C(C(CO)O)O)NC)O)=O']	['O', 'C(CN)(C(C(C(CO)O)O)NC)=O']	Amadori/Heyns Rearrangement	-210.16
3281_0	['N', 'C(C(C1(CC(CO1)O)O)O)=O']	['O', 'C(CN)(C1(CC(CO1)O)O)=O']	Amadori/Heyns Rearrangement	-391.74
3283_0	['N', 'C(C(C1C(CC(O)O1)O)O)=O']	['O', 'C(CN)(C1C(CC(O1)O)O)=O']	Amadori/Heyns Rearrangement	-9.08
3285_0	['N', 'C1(C(O)OC(C(CO)O)C1O)=O']	['O', 'C1(C(C(C(C(CO)O)O1)O)N)=O']	Amadori/Heyns Rearrangement	167.13
3287_0	['N', 'C1(C(O)OC(C(CO)O)C1O)=O']	['O', 'C1(C(C(CO)O)OC(C1N)O)=O']	Amadori/Heyns Rearrangement	175.85
3289_0	['N', 'C1(C(O)OC(CO)C(C1O)O)=O']	['O', 'C1(C(C(C(C(CO)O1)O)O)N)=O']	Amadori/Heyns Rearrangement	139.92
3291_0	['N', 'C1(C(O)OC(CO)C(C1O)O)=O']	['O', 'C1(C(C(CO)OC(C1N)O)O)=O']	Amadori/Heyns Rearrangement	20.88
3293_0	['N', 'C1(C(O)OCC(C(C1O)O)O)=O']	['O', 'C1(C(C(C(C(CO1)O)O)O)N)=O']	Amadori/Heyns Rearrangement	34.46
3295_0	['N', 'C1(C(O)OCC(C(C1O)O)O)=O']	['O', 'C1(C(C(COC(C1N)O)O)O)=O']	Amadori/Heyns Rearrangement	149.16
3296_0	['N', 'C(C(C(CC(CO)O)N)O)=O']	['O', 'C(CN)(C(CC(CO)O)N)=O']	Amadori/Heyns Rearrangement	30.38
3298_0	['N', 'C(C(CC(C(CO)O)N)O)=O']	['O', 'C(CN)(CC(C(CO)O)N)=O']	Amadori/Heyns Rearrangement	-275.88
3300_0	['N', 'C(C(C(C(CCO)N)O)O)=O']	['O', 'C(CN)(C(C(CCO)N)O)=O']	Amadori/Heyns Rearrangement	-267.15
3302_0	['N', 'C(C(C(CC(CO)N)O)O)=O']	['O', 'C(CN)(C(CC(CO)N)O)=O']	Amadori/Heyns Rearrangement	-123.31
3304_0	['N', 'C(C(C(C(C(C)N)O)O)O)=O']	['O', 'C(CN)(C(C(C(C)N)O)O)=O']	Amadori/Heyns Rearrangement	7.27
3306_0	['N', 'C(C(C(C(CCN)O)O)O)=O']	['O', 'C(CN)(C(C(CCN)O)O)=O']	Amadori/Heyns Rearrangement	-117.61
3308_0	['N', 'C(C(C(CO)O)=O)=O']	['O', 'C(C(C(CO)=O)N)=O']	Amadori/Heyns Rearrangement	-314.85
3309_0	['N', 'C(C(CC(C(CO)O)O)O)=O']	['O', 'C(CN)(CC(C(CO)O)O)=O']	Amadori/Heyns Rearrangement	-20.34
3310_0	['N', 'C(C(O)O)=O']	['C(CN)(O)=O', 'O']	Amadori/Heyns Rearrangement	NaN
3312_0	['C(C(C(CO)NC)O)=O', 'C(CN)O']	['O', 'C(CNCCO)(C(CO)NC)=O']	Amadori/Heyns Rearrangement	-156.49
3314_0	['C(C(C(CO)NC)O)=O', 'C(C(O)O)=O']	['O', 'C(C(C(CO)N(C)CC(O)=O)O)=O']	Amadori/Heyns Rearrangement	NaN
3316_0	['C(CN)O', 'C(C(C(CO)O)=O)=O']	['O', 'C(C(C(CO)=O)NCCO)=O']	Amadori/Heyns Rearrangement	-43.47
3318_0	['C(CN)O', 'C(C(O)O)=O']	['O', 'C(CNCCO)(O)=O']	Amadori/Heyns Rearrangement	NaN
3320_0	['C(C(C(CN)O)O)O', 'C(C(O)O)=O']	['O', 'C(CNCC(C(CO)O)O)(O)=O']	Amadori/Heyns Rearrangement	NaN
3322_0	['C(CN)(O)=O', 'C(C(C=O)O)(O)=O']	['O', 'C(CNCC(C(O)=O)=O)(O)=O']	Amadori/Heyns Rearrangement	563.11
3324_0	['C(CN)(O)=O', 'C(C(C(C=O)O)O)(O)=O']	['O', 'C(C(C(CNCC(O)=O)=O)O)(O)=O']	Amadori/Heyns Rearrangement	419.82
3325_0	['C(CN)(O)=O', 'C(C(CO)O)=O']	['O', 'C(CNCC(CO)=O)(O)=O']	Amadori/Heyns Rearrangement	432.92
3326_0	['C(CN)(O)=O', 'C(CO)(CO)=O']	['O', 'C(C(CO)NCC(O)=O)=O']	Amadori/Heyns Rearrangement	-73.64
3328_0	['C(CN)(O)=O', 'C(CC(CO)=O)=O']	['O', 'C(CC(C=O)NCC(O)=O)=O']	Amadori/Heyns Rearrangement	34.34
3330_0	['C(CN)(O)=O', 'C(C(C(C)=O)O)=O']	['O', 'C(CNCC(C(C)=O)=O)(O)=O']	Amadori/Heyns Rearrangement	-146.75
3332_0	['C(CN)(O)=O', 'C(C(C(C)=O)O)=O']	['O', 'C(CNC(C(C=O)=O)C)(O)=O']	Amadori/Heyns Rearrangement	-171.55
3334_0	['C(CN)(O)=O', 'C(C)(C(CO)O)=O']	['O', 'C(CNC(C(CO)=O)C)(O)=O']	Amadori/Heyns Rearrangement	-343.2
3336_0	['C(CN)(O)=O', 'C(C(CC(CO)=O)O)=O']	['O', 'C(CNCC(CC(CO)=O)=O)(O)=O']	Amadori/Heyns Rearrangement	98.58
3338_0	['C(CN)(O)=O', 'C(C(CC(CO)=O)O)=O']	['O', 'C(C(CC(C=O)O)NCC(O)=O)=O']	Amadori/Heyns Rearrangement	206.63
3340_0	['C(CN)(O)=O', 'C(CO)(CCO)=O']	['O', 'C(C(CCO)NCC(O)=O)=O']	Amadori/Heyns Rearrangement	308.62
3342_0	['C(CN)(O)=O', 'C(C(C(C(C)=O)O)O)=O']	['O', 'C(CNCC(C(C(C)=O)O)=O)(O)=O']	Amadori/Heyns Rearrangement	121.05
3344_0	['C(CN)(O)=O', 'C(C(C(C(C)=O)O)O)=O']	['O', 'C(C(C)NCC(O)=O)(C(C=O)O)=O']	Amadori/Heyns Rearrangement	237.42
3346_0	['C(CN)(O)=O', 'C(C(C=O)O)=O']	['O', 'C(CNCC(C=O)=O)(O)=O']	Amadori/Heyns Rearrangement	28.07
3348_0	['C(CN)(O)=O', 'C(C)(CO)=O']	['O', 'C(C(C)NCC(O)=O)=O']	Amadori/Heyns Rearrangement	-302.98
3350_0	['C(CN)(O)=O', 'C(CC(C=O)O)=O']	['O', 'C(CC(CNCC(O)=O)=O)=O']	Amadori/Heyns Rearrangement	-78.32
3352_0	['C(CN)(O)=O', 'C(C(C(C=O)O)O)=O']	['O', 'C(C(C(CNCC(O)=O)=O)O)=O']	Amadori/Heyns Rearrangement	243.95
3354_0	['C(CN)(O)=O', 'C(C(CO)=O)=O']	['O', 'C(C(C=O)NCC(O)=O)=O']	Amadori/Heyns Rearrangement	-60.72
3355_0	['C(CN)(O)=O', 'C(CO)(C(CO)O)=O']	['O', 'C(C(C(CO)O)NCC(O)=O)=O']	Amadori/Heyns Rearrangement	-144.74
3356_0	['C(CN)(O)=O', 'C(CO)(C(CO)O)=O']	['O', 'C(CNC(C(CO)=O)CO)(O)=O']	Amadori/Heyns Rearrangement	328.63
3356_1	['C(CN)(O)=O', 'C(CO)(C(CO)O)=O']	['O', 'C(CNC(C(CO)=O)CO)(O)=O']	Amadori Rearrangement	328.63
3358_0	['C(CN)(O)=O', 'C(CNC)(C(CO)O)=O']	['O', 'C(CNC(C(CO)=O)CNC)(O)=O']	Amadori/Heyns Rearrangement	195.46
3360_0	['C(CN)(O)=O', 'C(C(C(CO)NC)O)=O']	['O', 'C(CNCC(O)=O)(C(CO)NC)=O']	Amadori/Heyns Rearrangement	301.43
3362_0	['C(CN)(O)=O', 'C(C(C(CO)O)=O)=O']	['O', 'C(C(C(CO)=O)NCC(O)=O)=O']	Amadori/Heyns Rearrangement	261.93
